%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=211065, 2021/04/1 1:24:59.65)
60 361 6.771836e-02 1.004266e+01  7.569000000000000000e+04  7.569000000000000000e+04  8.310700000000000000e+04  9.038400000000000000e+04 250.000000
61 367 8.418069e-02 1.036728e+01  7.569000000000000000e+04  7.611000000000000000e+04  8.225050000000000000e+04  9.385100000000000000e+04 250.000000
62 373 7.819766e-02 1.097635e+01  7.569000000000000000e+04  7.663100000000000000e+04  8.232600000000000000e+04  8.549300000000000000e+04 250.000000
63 379 6.631759e-02 1.069722e+01  7.569000000000000000e+04  7.680200000000000000e+04  8.784650000000000000e+04  1.075820000000000000e+05 250.000000
64 385 5.097701e-02 1.089228e+01  7.569000000000000000e+04  7.759700000000000000e+04  7.958450000000000000e+04  9.030200000000000000e+04 250.000000
65 391 5.245851e-02 9.423565e+00  7.545900000000000000e+04  7.545900000000000000e+04  8.216050000000000000e+04  8.742200000000000000e+04 250.000000
66 397 3.836951e-02 9.390158e+00  7.545900000000000000e+04  7.816600000000000000e+04  8.217750000000000000e+04  8.321800000000000000e+04 250.000000
67 403 3.132721e-02 1.021151e+01  7.545900000000000000e+04  7.698600000000000000e+04  8.109800000000000000e+04  8.335100000000000000e+04 250.000000
68 409 3.891322e-02 7.180637e+00  7.545900000000000000e+04  8.026200000000000000e+04  8.436850000000000000e+04  8.669300000000000000e+04 250.000000
69 415 5.321528e-02 8.461810e+00  7.545900000000000000e+04  7.908300000000000000e+04  8.334700000000000000e+04  8.622600000000000000e+04 250.000000
70 421 4.450152e-02 8.268989e+00  7.545900000000000000e+04  7.862700000000000000e+04  8.110500000000000000e+04  8.513500000000000000e+04 250.000000
71 427 3.366641e-02 8.107816e+00  7.545900000000000000e+04  8.133000000000000000e+04  8.523900000000000000e+04  8.572200000000000000e+04 250.000000
72 433 3.716245e-02 6.309587e+00  7.545900000000000000e+04  8.015400000000000000e+04  8.120950000000000000e+04  8.262000000000000000e+04 250.000000
73 439 4.363305e-02 7.508349e+00  7.545900000000000000e+04  7.664200000000000000e+04  7.952950000000000000e+04  8.820900000000000000e+04 250.000000
74 445 4.911985e-02 7.983735e+00  7.470500000000000000e+04  7.470500000000000000e+04  7.944600000000000000e+04  8.255700000000000000e+04 250.000000
75 451 3.982000e-02 7.955250e+00  7.470500000000000000e+04  7.974300000000000000e+04  8.259100000000000000e+04  8.499100000000000000e+04 250.000000
76 457 3.980802e-02 6.568764e+00  7.470500000000000000e+04  7.725100000000000000e+04  7.951850000000000000e+04  8.108900000000000000e+04 250.000000
77 463 4.571152e-02 8.705589e+00  7.470500000000000000e+04  7.541000000000000000e+04  8.157950000000000000e+04  8.386800000000000000e+04 250.000000
78 469 3.904201e-02 8.557649e+00  7.470500000000000000e+04  8.040800000000000000e+04  8.188000000000000000e+04  8.436100000000000000e+04 250.000000
79 475 2.751574e-02 8.600180e+00  7.470500000000000000e+04  7.482700000000000000e+04  7.799100000000000000e+04  8.225300000000000000e+04 250.000000
80 481 3.261556e-02 6.371981e+00  7.470500000000000000e+04  7.811800000000000000e+04  8.091250000000000000e+04  8.402200000000000000e+04 250.000000
81 487 3.023778e-02 6.873143e+00  7.470500000000000000e+04  7.956800000000000000e+04  8.183400000000000000e+04  8.461900000000000000e+04 250.000000
82 493 3.392907e-02 5.381541e+00  7.470500000000000000e+04  7.781600000000000000e+04  8.023900000000000000e+04  8.446000000000000000e+04 250.000000
83 499 3.702251e-02 4.439788e+00  7.470500000000000000e+04  7.796500000000000000e+04  8.078400000000000000e+04  8.318500000000000000e+04 250.000000
84 505 3.258947e-02 4.351034e+00  7.470500000000000000e+04  7.796300000000000000e+04  8.064950000000000000e+04  8.564900000000000000e+04 250.000000
85 511 4.123791e-02 3.339138e+00  7.470500000000000000e+04  7.718400000000000000e+04  7.891650000000000000e+04  8.214800000000000000e+04 250.000000
86 517 3.347219e-02 3.387332e+00  7.470500000000000000e+04  7.680000000000000000e+04  8.155700000000000000e+04  8.586300000000000000e+04 250.000000
87 523 2.744463e-02 3.190525e+00  7.470500000000000000e+04  8.134800000000000000e+04  8.300050000000000000e+04  8.783400000000000000e+04 250.000000
88 529 2.726165e-02 3.694386e+00  7.470500000000000000e+04  7.794100000000000000e+04  7.962700000000000000e+04  8.113800000000000000e+04 250.000000
89 535 3.098503e-02 4.586759e+00  7.470500000000000000e+04  7.694700000000000000e+04  8.066350000000000000e+04  8.461000000000000000e+04 250.000000
90 541 3.208273e-02 4.922456e+00  7.470500000000000000e+04  7.767200000000000000e+04  8.096050000000000000e+04  8.375800000000000000e+04 250.000000
91 547 3.024481e-02 4.380296e+00  7.470500000000000000e+04  7.804600000000000000e+04  8.065500000000000000e+04  8.547700000000000000e+04 250.000000
92 553 2.822221e-02 4.743189e+00  7.470500000000000000e+04  7.909800000000000000e+04  8.212000000000000000e+04  8.860900000000000000e+04 250.000000
93 559 2.350271e-02 4.476315e+00  7.470500000000000000e+04  7.941900000000000000e+04  8.315100000000000000e+04  8.729300000000000000e+04 250.000000
94 565 2.299681e-02 4.398783e+00  7.470500000000000000e+04  7.535200000000000000e+04  8.027350000000000000e+04  8.610900000000000000e+04 250.000000
95 571 2.597002e-02 3.490244e+00  7.470500000000000000e+04  7.785700000000000000e+04  7.996000000000000000e+04  8.566300000000000000e+04 250.000000
96 577 2.724559e-02 3.954301e+00  7.470500000000000000e+04  7.875700000000000000e+04  8.065850000000000000e+04  8.328500000000000000e+04 250.000000
97 583 2.316680e-02 3.781992e+00  7.470500000000000000e+04  7.653500000000000000e+04  8.183950000000000000e+04  8.407200000000000000e+04 250.000000
98 589 2.274248e-02 4.772969e+00  7.470500000000000000e+04  7.657700000000000000e+04  8.032100000000000000e+04  8.321100000000000000e+04 250.000000
99 595 2.006631e-02 4.425530e+00  7.470500000000000000e+04  7.895200000000000000e+04  8.033850000000000000e+04  8.228200000000000000e+04 250.000000
100 601 1.885753e-02 4.099958e+00  7.470500000000000000e+04  7.790000000000000000e+04  8.081100000000000000e+04  8.344800000000000000e+04 250.000000
101 607 1.804738e-02 3.812109e+00  7.470500000000000000e+04  7.769400000000000000e+04  8.204650000000000000e+04  8.368100000000000000e+04 250.000000
102 613 1.600933e-02 3.578116e+00  7.470500000000000000e+04  7.796000000000000000e+04  8.188400000000000000e+04  9.079000000000000000e+04 250.000000
103 619 1.565511e-02 4.112417e+00  7.289600000000000000e+04  7.289600000000000000e+04  8.106250000000000000e+04  8.699000000000000000e+04 250.000000
104 625 1.745296e-02 4.288770e+00  7.289600000000000000e+04  7.622800000000000000e+04  8.158850000000000000e+04  8.763500000000000000e+04 250.000000
105 631 1.513212e-02 4.492653e+00  7.289600000000000000e+04  7.831800000000000000e+04  8.044550000000000000e+04  8.288700000000000000e+04 250.000000
106 637 1.433527e-02 4.368349e+00  7.289600000000000000e+04  7.695000000000000000e+04  8.264700000000000000e+04  8.501900000000000000e+04 250.000000
107 643 1.237978e-02 4.176860e+00  7.289600000000000000e+04  7.506700000000000000e+04  7.914200000000000000e+04  8.472800000000000000e+04 250.000000
108 649 1.100965e-02 3.947461e+00  7.289600000000000000e+04  7.631400000000000000e+04  7.807400000000000000e+04  8.241400000000000000e+04 250.000000
109 655 1.280085e-02 3.576785e+00  7.289600000000000000e+04  7.783500000000000000e+04  8.289500000000000000e+04  8.904300000000000000e+04 250.000000
110 661 1.515299e-02 3.741248e+00  7.289600000000000000e+04  7.773800000000000000e+04  8.009100000000000000e+04  8.623600000000000000e+04 250.000000
111 667 1.527085e-02 3.218844e+00  7.289600000000000000e+04  7.754400000000000000e+04  8.167000000000000000e+04  8.593900000000000000e+04 250.000000
112 673 1.238166e-02 3.255211e+00  7.289600000000000000e+04  7.493200000000000000e+04  8.012000000000000000e+04  8.179200000000000000e+04 250.000000
113 679 1.696447e-02 2.352328e+00  7.289600000000000000e+04  7.825400000000000000e+04  8.248500000000000000e+04  8.670100000000000000e+04 250.000000
114 685 1.715354e-02 2.530032e+00  7.289600000000000000e+04  7.525100000000000000e+04  8.161300000000000000e+04  8.523900000000000000e+04 250.000000
115 691 1.769726e-02 2.196857e+00  7.289600000000000000e+04  7.646200000000000000e+04  8.024300000000000000e+04  8.238800000000000000e+04 250.000000
116 697 1.762810e-02 1.890843e+00  7.289600000000000000e+04  7.949900000000000000e+04  8.377650000000000000e+04  8.533800000000000000e+04 250.000000
117 703 2.318336e-02 1.494053e+00  7.289600000000000000e+04  7.797300000000000000e+04  8.058500000000000000e+04  8.294500000000000000e+04 250.000000
118 709 4.281311e-02 1.327403e+00  7.289600000000000000e+04  8.014100000000000000e+04  8.116950000000000000e+04  8.529100000000000000e+04 250.000000
119 715 4.208343e-02 1.459846e+00  7.289600000000000000e+04  8.084200000000000000e+04  8.270250000000000000e+04  8.657500000000000000e+04 250.000000
120 721 3.323488e-02 1.429718e+00  7.289600000000000000e+04  8.087300000000000000e+04  8.451300000000000000e+04  8.822000000000000000e+04 250.000000
121 727 3.387370e-02 1.626463e+00  7.289600000000000000e+04  7.758800000000000000e+04  8.000950000000000000e+04  8.525100000000000000e+04 250.000000
122 733 3.320317e-02 1.642991e+00  7.289600000000000000e+04  7.787500000000000000e+04  8.067450000000000000e+04  8.402100000000000000e+04 250.000000
123 739 3.806829e-02 1.361952e+00  7.289600000000000000e+04  7.894800000000000000e+04  8.093850000000000000e+04  9.024800000000000000e+04 250.000000
124 745 4.887542e-02 1.577544e+00  7.289600000000000000e+04  7.881300000000000000e+04  8.295450000000000000e+04  8.540700000000000000e+04 250.000000
125 751 5.763718e-02 1.246890e+00  7.289600000000000000e+04  7.969500000000000000e+04  8.241650000000000000e+04  8.726000000000000000e+04 250.000000
126 757 6.761212e-02 1.604872e+00  7.289600000000000000e+04  7.929600000000000000e+04  8.311550000000000000e+04  8.845800000000000000e+04 250.000000
127 763 5.380116e-02 1.605554e+00  7.289600000000000000e+04  7.935300000000000000e+04  8.212250000000000000e+04  8.901900000000000000e+04 250.000000
128 769 4.379980e-02 1.578387e+00  7.289600000000000000e+04  7.695800000000000000e+04  8.232450000000000000e+04  8.711100000000000000e+04 250.000000
129 775 3.831034e-02 1.587224e+00  7.289600000000000000e+04  7.823300000000000000e+04  8.111550000000000000e+04  8.391600000000000000e+04 250.000000
130 781 3.194329e-02 1.665173e+00  7.289600000000000000e+04  7.528200000000000000e+04  8.102750000000000000e+04  9.114800000000000000e+04 250.000000
131 787 3.485992e-02 2.010876e+00  7.289600000000000000e+04  8.116300000000000000e+04  8.261800000000000000e+04  8.698800000000000000e+04 250.000000
132 793 4.010624e-02 2.478739e+00  7.289600000000000000e+04  7.590100000000000000e+04  8.000150000000000000e+04  8.145800000000000000e+04 250.000000
133 799 3.791248e-02 2.292322e+00  7.289600000000000000e+04  7.553700000000000000e+04  8.245100000000000000e+04  8.676100000000000000e+04 250.000000
134 805 3.398279e-02 2.519497e+00  7.289600000000000000e+04  7.883100000000000000e+04  8.102150000000000000e+04  8.507500000000000000e+04 250.000000
135 811 3.425486e-02 2.489678e+00  7.289600000000000000e+04  7.545900000000000000e+04  7.798950000000000000e+04  8.269400000000000000e+04 250.000000
136 817 3.454943e-02 2.374794e+00  7.289600000000000000e+04  7.844600000000000000e+04  8.091750000000000000e+04  8.428000000000000000e+04 250.000000
137 823 5.889731e-02 2.521958e+00  7.289600000000000000e+04  7.827100000000000000e+04  8.071700000000000000e+04  8.236600000000000000e+04 250.000000
138 829 9.463490e-02 2.276146e+00  7.289600000000000000e+04  7.734900000000000000e+04  7.942050000000000000e+04  8.746000000000000000e+04 250.000000
139 835 1.079553e-01 1.961143e+00  7.289600000000000000e+04  7.902100000000000000e+04  8.105750000000000000e+04  8.841300000000000000e+04 250.000000
140 841 7.829318e-02 1.950343e+00  7.289600000000000000e+04  8.008200000000000000e+04  8.163300000000000000e+04  8.514100000000000000e+04 250.000000
141 847 8.245618e-02 2.184141e+00  7.289600000000000000e+04  7.994500000000000000e+04  8.158000000000000000e+04  8.920600000000000000e+04 250.000000
142 853 1.024776e-01 2.891940e+00  7.289600000000000000e+04  7.575300000000000000e+04  7.898500000000000000e+04  8.471700000000000000e+04 250.000000
143 859 8.248672e-02 2.915734e+00  7.289600000000000000e+04  7.685000000000000000e+04  8.026700000000000000e+04  8.549900000000000000e+04 250.000000
144 865 9.722022e-02 2.376475e+00  7.289600000000000000e+04  7.868100000000000000e+04  8.304750000000000000e+04  8.545100000000000000e+04 250.000000
145 871 1.191070e-01 1.885937e+00  7.289600000000000000e+04  8.043900000000000000e+04  8.274700000000000000e+04  8.612500000000000000e+04 250.000000
146 877 1.343652e-01 1.701754e+00  7.289600000000000000e+04  8.094400000000000000e+04  8.402500000000000000e+04  8.677500000000000000e+04 250.000000
147 883 1.192159e-01 1.786214e+00  7.289600000000000000e+04  7.576100000000000000e+04  8.307750000000000000e+04  8.646200000000000000e+04 250.000000
148 889 1.629538e-01 2.282674e+00  7.289600000000000000e+04  7.878200000000000000e+04  8.136850000000000000e+04  8.940700000000000000e+04 250.000000
149 895 1.708137e-01 2.793822e+00  7.289600000000000000e+04  7.897400000000000000e+04  8.239600000000000000e+04  9.211800000000000000e+04 250.000000
150 901 1.519605e-01 2.740594e+00  7.289600000000000000e+04  7.764900000000000000e+04  8.344100000000000000e+04  9.050400000000000000e+04 250.000000
151 907 1.352486e-01 2.649314e+00  7.289600000000000000e+04  8.069300000000000000e+04  8.286250000000000000e+04  8.440500000000000000e+04 250.000000
152 913 1.304380e-01 2.446519e+00  7.289600000000000000e+04  7.835500000000000000e+04  8.061750000000000000e+04  8.180500000000000000e+04 250.000000
153 919 1.229118e-01 2.487423e+00  7.289600000000000000e+04  7.344500000000000000e+04  8.044850000000000000e+04  8.335100000000000000e+04 250.000000
154 925 1.144761e-01 2.289676e+00  7.289600000000000000e+04  7.850100000000000000e+04  8.042650000000000000e+04  8.403200000000000000e+04 250.000000
155 931 1.352251e-01 1.686317e+00  7.289600000000000000e+04  7.793600000000000000e+04  8.254100000000000000e+04  8.580900000000000000e+04 250.000000
156 937 1.295312e-01 1.599422e+00  7.289600000000000000e+04  7.674600000000000000e+04  8.112300000000000000e+04  8.355000000000000000e+04 250.000000
157 943 1.180686e-01 1.815958e+00  7.289600000000000000e+04  7.586200000000000000e+04  8.326700000000000000e+04  8.379700000000000000e+04 250.000000
158 949 1.588864e-01 1.526386e+00  7.289600000000000000e+04  8.127100000000000000e+04  8.277250000000000000e+04  8.584100000000000000e+04 250.000000
159 955 1.634831e-01 1.711923e+00  7.289600000000000000e+04  7.537800000000000000e+04  8.211550000000000000e+04  8.975100000000000000e+04 250.000000
160 961 1.245483e-01 1.733828e+00  7.289600000000000000e+04  7.618500000000000000e+04  8.522050000000000000e+04  8.831400000000000000e+04 250.000000
161 967 1.055328e-01 1.871850e+00  7.289600000000000000e+04  7.747100000000000000e+04  8.360850000000000000e+04  8.945400000000000000e+04 250.000000
162 973 1.217493e-01 2.331192e+00  7.289600000000000000e+04  7.773100000000000000e+04  7.954200000000000000e+04  8.524400000000000000e+04 250.000000
163 979 1.265682e-01 2.708897e+00  7.289600000000000000e+04  7.964100000000000000e+04  8.179700000000000000e+04  8.694900000000000000e+04 250.000000
164 985 1.514575e-01 3.127873e+00  7.289600000000000000e+04  7.912800000000000000e+04  8.143600000000000000e+04  8.329500000000000000e+04 250.000000
165 991 1.433183e-01 3.300014e+00  7.289600000000000000e+04  7.858200000000000000e+04  8.275800000000000000e+04  8.918500000000000000e+04 250.000000
166 997 1.341652e-01 3.240003e+00  7.289600000000000000e+04  7.738800000000000000e+04  8.631750000000000000e+04  9.068700000000000000e+04 250.000000
167 1003 1.415192e-01 2.746955e+00  7.289600000000000000e+04  7.875500000000000000e+04  8.324150000000000000e+04  8.641700000000000000e+04 250.000000
168 1009 1.689870e-01 3.311633e+00  7.289600000000000000e+04  7.392000000000000000e+04  8.110000000000000000e+04  8.367900000000000000e+04 250.000000
169 1015 1.423903e-01 3.123966e+00  7.289600000000000000e+04  7.762600000000000000e+04  8.106150000000000000e+04  8.701700000000000000e+04 250.000000
170 1021 2.036716e-01 2.714286e+00  7.289600000000000000e+04  7.668400000000000000e+04  7.897650000000000000e+04  8.332000000000000000e+04 250.000000
171 1027 1.585509e-01 2.737793e+00  7.289600000000000000e+04  7.986800000000000000e+04  8.270300000000000000e+04  8.418500000000000000e+04 250.000000
172 1033 1.558356e-01 3.230344e+00  7.289600000000000000e+04  7.914200000000000000e+04  8.194600000000000000e+04  8.526300000000000000e+04 250.000000
173 1039 1.503172e-01 3.632535e+00  7.289600000000000000e+04  7.768200000000000000e+04  8.234250000000000000e+04  8.702400000000000000e+04 250.000000
174 1045 1.401515e-01 3.246812e+00  7.289600000000000000e+04  7.867100000000000000e+04  8.175650000000000000e+04  8.638000000000000000e+04 250.000000
175 1051 1.188137e-01 3.092349e+00  7.289600000000000000e+04  7.645000000000000000e+04  7.986400000000000000e+04  8.677800000000000000e+04 250.000000
176 1057 9.417952e-02 3.113324e+00  7.289600000000000000e+04  7.805800000000000000e+04  8.217050000000000000e+04  8.568600000000000000e+04 250.000000
177 1063 6.655644e-02 3.113061e+00  7.289600000000000000e+04  7.732100000000000000e+04  8.086850000000000000e+04  8.508600000000000000e+04 250.000000
178 1069 4.841743e-02 3.127802e+00  7.289600000000000000e+04  7.648100000000000000e+04  7.914650000000000000e+04  8.315400000000000000e+04 250.000000
179 1075 5.479090e-02 2.364086e+00  7.289600000000000000e+04  7.767300000000000000e+04  8.156800000000000000e+04  8.321700000000000000e+04 250.000000
180 1081 5.995961e-02 2.859475e+00  7.289600000000000000e+04  7.744700000000000000e+04  8.278050000000000000e+04  8.567700000000000000e+04 250.000000
181 1087 6.632602e-02 2.399290e+00  7.289600000000000000e+04  7.836400000000000000e+04  7.996300000000000000e+04  9.005100000000000000e+04 250.000000
182 1093 6.251789e-02 2.641541e+00  7.289600000000000000e+04  7.782800000000000000e+04  7.976350000000000000e+04  8.227400000000000000e+04 250.000000
183 1099 5.580522e-02 2.797069e+00  7.289600000000000000e+04  7.579200000000000000e+04  7.997350000000000000e+04  8.487300000000000000e+04 250.000000
184 1105 4.613242e-02 2.774710e+00  7.289600000000000000e+04  7.866700000000000000e+04  8.102800000000000000e+04  8.174900000000000000e+04 250.000000
185 1111 4.075810e-02 2.906484e+00  7.289600000000000000e+04  7.853700000000000000e+04  8.129850000000000000e+04  8.558500000000000000e+04 250.000000
186 1117 3.514335e-02 2.795927e+00  7.289600000000000000e+04  7.986500000000000000e+04  8.141800000000000000e+04  8.229000000000000000e+04 250.000000
187 1123 3.503478e-02 3.293278e+00  7.289600000000000000e+04  7.717700000000000000e+04  7.967950000000000000e+04  8.154500000000000000e+04 250.000000
188 1129 5.884615e-02 3.557044e+00  7.289600000000000000e+04  7.483600000000000000e+04  8.191500000000000000e+04  8.538800000000000000e+04 250.000000
189 1135 5.840114e-02 3.602913e+00  7.289600000000000000e+04  7.484000000000000000e+04  8.013750000000000000e+04  8.743800000000000000e+04 250.000000
